date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:43:50	20127/20127	UR-MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2026%20Jan%202018%2013:55:43%20GMT	https://app2.simpliroute.com/bower_components/bootstrap-sass/assets/fonts/bootstrap/glyphicons-halflings-regular.eot?	C:/Nova%20pasta/simpli%20api/APP2_SIM/BOWER_CO/BOOTSTRA/ASSETS/FONTS/BOOTSTRA/GLYPHI-2.EOT	(from https://app2.simpliroute.com/styles/app-5a27cc8577.css)
08:43:50	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:%22fa2772327f55d8198301fdb8bcfc8158%22	https://app2.simpliroute.com/bower_components/bootstrap-sass/assets/fonts/bootstrap/glyphicons-halflings-regular.woff	C:/Nova%20pasta/simpli%20api/APP2_SIM/BOWER_CO/BOOTSTRA/ASSETS/FONTS/BOOTSTRA/GLYPHI-2.WOF	(from https://app2.simpliroute.com/styles/app-5a27cc8577.css)
08:43:50	45404/45404	---M--	200	added ('OK')	application/font-sfnt	etag:%22e18bbf611f2a2e43afc071aa2f4e1512%22	https://app2.simpliroute.com/bower_components/bootstrap-sass/assets/fonts/bootstrap/glyphicons-halflings-regular.ttf	C:/Nova%20pasta/simpli%20api/APP2_SIM/BOWER_CO/BOOTSTRA/ASSETS/FONTS/BOOTSTRA/GLYPHICO.TTF	(from https://app2.simpliroute.com/styles/app-5a27cc8577.css)
08:43:50	15704/15704	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2247cf3b6868e88716f397eeeea83ad96b%22	https://app2.simpliroute.com/assets/fonts/simplirouteicons.eot	C:/Nova%20pasta/simpli%20api/APP2_SIM/ASSETS/FONTS/SIMPLIRO.EOT	(from https://app2.simpliroute.com/styles/app-5a27cc8577.css)
08:43:50	15704/15704	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2247cf3b6868e88716f397eeeea83ad96b%22	https://app2.simpliroute.com/assets/fonts/simplirouteicons.eot?	C:/Nova%20pasta/simpli%20api/APP2_SIM/ASSETS/FONTS/SIMPLI-2.EOT	(from https://app2.simpliroute.com/styles/app-5a27cc8577.css)
08:43:51	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%2289889688147bd7575d6327160d64e760%22	https://app2.simpliroute.com/bower_components/bootstrap-sass/assets/fonts/bootstrap/glyphicons-halflings-regular.svg	C:/Nova%20pasta/simpli%20api/APP2_SIM/BOWER_CO/BOOTSTRA/ASSETS/FONTS/BOOTSTRA/GLYPHICO.SVG	(from https://app2.simpliroute.com/styles/app-5a27cc8577.css)
08:43:51	15704/15704	UR-MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2026%20Jan%202018%2013:55:43%20GMT	https://app2.simpliroute.com/assets/fonts/simplirouteicons.eot?	C:/Nova%20pasta/simpli%20api/APP2_SIM/ASSETS/FONTS/SIMPLI-2.EOT	(from https://app2.simpliroute.com/styles/app-5a27cc8577.css)
08:43:51	15580/15580	---M--	200	added ('OK')	application/font-woff	etag:%22d58d1e06637a756143ec104ac8e95c01%22	https://app2.simpliroute.com/assets/fonts/simplirouteicons.woff	C:/Nova%20pasta/simpli%20api/APP2_SIM/ASSETS/FONTS/SIMPLIRO.WOF	(from https://app2.simpliroute.com/styles/app-5a27cc8577.css)
08:43:51	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2005%20Feb%202018%2010:43:47%20GMT	https://app2.simpliroute.com/assets/fonts/simplirouteicons.woff	C:/Nova%20pasta/simpli%20api/APP2_SIM/ASSETS/FONTS/SIMPLIRO.WOF	(from https://app2.simpliroute.com/styles/app-5a27cc8577.css)
08:43:51	15504/15504	---M--	200	added ('OK')	application/font-sfnt	etag:%224b1ca11cc5493474be2006921ef2cf24%22	https://app2.simpliroute.com/assets/fonts/simplirouteicons.ttf	C:/Nova%20pasta/simpli%20api/APP2_SIM/ASSETS/FONTS/SIMPLIRO.TTF	(from https://app2.simpliroute.com/styles/app-5a27cc8577.css)
08:43:52	56137/56137	---M--	200	added ('OK')	image/svg+xml	etag:%2258755bccb4102a22dbff73e07148c43f%22	https://app2.simpliroute.com/assets/fonts/simplirouteicons.svg	C:/Nova%20pasta/simpli%20api/APP2_SIM/ASSETS/FONTS/SIMPLIRO.SVG	(from https://app2.simpliroute.com/styles/app-5a27cc8577.css)
08:43:52	87503/87503	---M--	200	added ('OK')	image/png	etag:%22e8048e69a5440bb7d03f936dbbd7bdad%22	https://app2.simpliroute.com/assets/images/flags.png	C:/Nova%20pasta/simpli%20api/APP2_SIM/ASSETS/IMAGES/FLAGS.PNG	(from https://app2.simpliroute.com/styles/app-5a27cc8577.css)
08:43:52	256575/256575	---M--	200	added ('OK')	image/png	etag:%22295f13ead03c1497e9c9abcbf88b56ec%22	https://app2.simpliroute.com/assets/images/flags@2x.png	C:/Nova%20pasta/simpli%20api/APP2_SIM/ASSETS/IMAGES/FLAGS_2X.PNG	(from https://app2.simpliroute.com/styles/app-5a27cc8577.css)
08:43:53	1538/1538	---M--	200	added ('OK')	image/png	etag:%22bfd2adb186b6d3f9a202b84acc671a47%22	https://app2.simpliroute.com/assets/images/loading-paso2-pin.png	C:/Nova%20pasta/simpli%20api/APP2_SIM/ASSETS/IMAGES/LOADING_.PNG	(from https://app2.simpliroute.com/styles/app-5a27cc8577.css)
08:43:53	163593/163593	---M--	200	added ('OK')	image/svg+xml	etag:%228e24d7b38c06870a8b6e5e943b1a4832%22	https://app2.simpliroute.com/assets/images/fondo-login.svg	C:/Nova%20pasta/simpli%20api/APP2_SIM/ASSETS/IMAGES/FONDO_LO.SVG	(from https://app2.simpliroute.com/styles/app-5a27cc8577.css)
08:43:53	111524/111524	---M--	200	added ('OK')	image/jpeg	etag:%22b7283924d6b1b8ac4f4b00f46781c816%22	https://app2.simpliroute.com/assets/images/Upgrade_bg.jpg	C:/Nova%20pasta/simpli%20api/APP2_SIM/ASSETS/IMAGES/UPGRADE_.JPG	(from https://app2.simpliroute.com/styles/app-5a27cc8577.css)
08:43:54	56/56	---M--	404	error ('NOT%20FOUND')	text/html	date:Mon,%2005%20Feb%202018%2010:43:50%20GMT	https://js.stripe.com/robots.txt		(from https://app2.simpliroute.com/)
08:43:58	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/styles/vendor-af12bac8c4.css	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/STYLES/VENDOR_A.HTM	(from https://app2.simpliroute.com/#/img/flags@2x.png)
08:43:58	15693/15693	URF---	200	added ('OK%20(cached)')	text/plain		https://www.googleadservices.com/pagead/conversion_async.js	C:/Nova%20pasta/simpli%20api/GOOGLEAD/PAGEAD/F.TXT	(from https://app2.simpliroute.com/)
08:43:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Feb%202018%2010:43:55%20GMT	https://app2.simpliroute.com/img/flags.png	C:/Nova%20pasta/simpli%20api/APP2_SIM/IMG/FLAGS.PNG	(from https://app2.simpliroute.com/styles/vendor-af12bac8c4.css)
08:43:59	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/styles/app-5a27cc8577.css	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/STYLES/APP_5A27.HTM	(from https://app2.simpliroute.com/#/img/flags@2x.png)
08:43:59	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/assets/js/jquery.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/ASSETS/JS/JQUERY.HTM	(from https://app2.simpliroute.com/#/img/flags@2x.png)
08:43:59	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/assets/js/Blob.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/ASSETS/JS/BLOB.HTM	(from https://app2.simpliroute.com/#/img/flags@2x.png)
08:43:59	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/assets/js/markerwithlabel.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/ASSETS/JS/MARKERWI.HTM	(from https://app2.simpliroute.com/#/img/flags@2x.png)
08:44:00	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/env.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/ENV.HTM	(from https://app2.simpliroute.com/#/img/flags@2x.png)
08:44:00	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/cleaner.config.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/CLEANER_.HTM	(from https://app2.simpliroute.com/#/img/flags@2x.png)
08:44:00	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/scripts/vendor-c893226e45.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/SCRIPTS/VENDOR_C.HTM	(from https://app2.simpliroute.com/#/img/flags@2x.png)
08:44:00	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/scripts/app-50451bc874.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/SCRIPTS/APP_5045.HTM	(from https://app2.simpliroute.com/#/img/flags@2x.png)
08:44:09	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Feb%202018%2010:44:04%20GMT	http://app2.simpliroute.com/#/img/flags.png	C:/Nova%20pasta/simpli%20api/APP2_SIM/IMG/FLAGS.PNG	(from https://app2.simpliroute.com/styles/vendor-af12bac8c4.css)
08:44:09	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/styles/styles/vendor-af12bac8c4.css	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/STYLES/STYLES/VENDOR_A.HTM	(from https://app2.simpliroute.com/#/img/styles/vendor-af12bac8c4.css)
08:44:09	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/styles/styles/app-5a27cc8577.css	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/STYLES/STYLES/APP_5A27.HTM	(from https://app2.simpliroute.com/#/img/styles/vendor-af12bac8c4.css)
08:44:09	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/styles/assets/js/jquery.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/STYLES/ASSETS/JS/JQUERY.HTM	(from https://app2.simpliroute.com/#/img/styles/vendor-af12bac8c4.css)
08:44:09	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/styles/assets/js/Blob.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/STYLES/ASSETS/JS/BLOB.HTM	(from https://app2.simpliroute.com/#/img/styles/vendor-af12bac8c4.css)
08:44:10	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/styles/assets/js/markerwithlabel.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/STYLES/ASSETS/JS/MARKERWI.HTM	(from https://app2.simpliroute.com/#/img/styles/vendor-af12bac8c4.css)
08:44:10	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/styles/env.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/STYLES/ENV.HTM	(from https://app2.simpliroute.com/#/img/styles/vendor-af12bac8c4.css)
08:44:10	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/styles/cleaner.config.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/STYLES/CLEANER_.HTM	(from https://app2.simpliroute.com/#/img/styles/vendor-af12bac8c4.css)
08:44:10	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/styles/scripts/vendor-c893226e45.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/STYLES/SCRIPTS/VENDOR_C.HTM	(from https://app2.simpliroute.com/#/img/styles/vendor-af12bac8c4.css)
08:44:11	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/styles/scripts/app-50451bc874.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/STYLES/SCRIPTS/APP_5045.HTM	(from https://app2.simpliroute.com/#/img/styles/vendor-af12bac8c4.css)
08:44:11	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/assets/js/styles/vendor-af12bac8c4.css	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/ASSETS/JS/STYLES/VENDOR_A.HTM	(from https://app2.simpliroute.com/#/img/assets/js/jquery.js)
08:44:11	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/assets/js/styles/app-5a27cc8577.css	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/ASSETS/JS/STYLES/APP_5A27.HTM	(from https://app2.simpliroute.com/#/img/assets/js/jquery.js)
08:44:11	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/assets/js/assets/js/jquery.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/ASSETS/JS/ASSETS/JS/JQUERY.HTM	(from https://app2.simpliroute.com/#/img/assets/js/jquery.js)
08:44:12	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/assets/js/assets/js/Blob.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/ASSETS/JS/ASSETS/JS/BLOB.HTM	(from https://app2.simpliroute.com/#/img/assets/js/jquery.js)
08:44:12	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/assets/js/assets/js/markerwithlabel.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/ASSETS/JS/ASSETS/JS/MARKERWI.HTM	(from https://app2.simpliroute.com/#/img/assets/js/jquery.js)
08:44:12	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/assets/js/env.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/ASSETS/JS/ENV.HTM	(from https://app2.simpliroute.com/#/img/assets/js/jquery.js)
08:44:12	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/assets/js/cleaner.config.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/ASSETS/JS/CLEANER_.HTM	(from https://app2.simpliroute.com/#/img/assets/js/jquery.js)
08:44:13	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/assets/js/scripts/vendor-c893226e45.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/ASSETS/JS/SCRIPTS/VENDOR_C.HTM	(from https://app2.simpliroute.com/#/img/assets/js/jquery.js)
08:44:13	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/assets/js/scripts/app-50451bc874.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/ASSETS/JS/SCRIPTS/APP_5045.HTM	(from https://app2.simpliroute.com/#/img/assets/js/jquery.js)
08:44:13	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/scripts/styles/vendor-af12bac8c4.css	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/SCRIPTS/STYLES/VENDOR_A.HTM	(from https://app2.simpliroute.com/#/img/scripts/vendor-c893226e45.js)
08:44:14	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/scripts/styles/app-5a27cc8577.css	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/SCRIPTS/STYLES/APP_5A27.HTM	(from https://app2.simpliroute.com/#/img/scripts/vendor-c893226e45.js)
